N1	N2	X1	X2
70	6f	5b	0
71	70	5c	0
72	71	5d	0
73	72	5e	0
74	73	5f	0
75	74	60	0
76	75	61	0
77	76	62	0
78	77	63	0
79	78	64	0
14c	e7	123	0
14d	14c	124	0
14e	14d	125	0
14f	14e	126	0
150	14f	127	0
151	150	128	0
152	151	129	0
153	152	12a	0
154	153	12b	0
155	154	12c	0
