N1	N2	X1	X2
1b7c3	1b7c2	1b4ee	0
1b7c4	1b7c3	1b4ef	0
1b7c5	1b7c4	1b4f0	0
1b7c6	1b7c5	1b4f1	0
1b7c7	1b7c6	1b4f2	0
1b7c8	1b7c7	1b4f3	0
1b7c9	1b7c8	1b4f4	0
1b7ca	1b7c9	1b4f5	0
1b7cb	1b7ca	1b4f6	0
1b7cc	1b7cb	1b4f7	0
1b7cd	1b7cc	1b4f8	0
1b7ce	1b7cd	1b4f9	0
1b7cf	1b7ce	1b4fa	0
1b7d0	1b7cf	1b4fb	0
1b7d1	1b7d0	1b4fc	0
1b7d2	1b7d1	1b4fd	0
1b7d3	1b7d2	1b4fe	0
1b7d4	1b7d3	1b4ff	0
1b7d5	1b7d4	1b500	0
1b7d6	1b7d5	1b501	0
1b7d7	1b7d6	1b502	0
1b7d8	1b7d7	1b503	0
1b7d9	1b7d8	1b504	0
1b7da	1b7d9	1b505	0
1b7db	1b7da	1b506	0
1b7dc	1b7db	1b507	0
1b7dd	1b7dc	1b508	0
1b7de	1b7dd	1b509	0
1b7df	1b7de	1b50a	0
1b7e0	1b7df	1b50b	0
1b7e1	1b7e0	1b50c	0
1b7e2	1b7e1	1b50d	0
1b7e3	1b7e2	1b50e	0
1b7e4	1b7e3	1b50f	0
1b7e5	1b7e4	1b510	0
1b7e6	1b7e5	1b511	0
1b7e7	1b7e6	1b512	0
1b7e8	1b7e7	1b513	0
1b7e9	1b7e8	1b514	0
1b7ea	1b7e9	1b515	0
1b7eb	1b7ea	1b516	0
1b7ec	1b7eb	1b517	0
1b7ed	1b7ec	1b518	0
1b7ee	1b7ed	1b519	0
1b7ef	1b7ee	1b51a	0
1b7f0	1b7ef	1b51b	0
1b7f1	1b7f0	1b51c	0
1b7f2	1b7f1	1b51d	0
1b7f3	1b7f2	1b51e	0
1b7f4	1b7f3	1b51f	0
1b7f5	1b7f4	1b520	0
1b7f6	1b7f5	1b521	0
1b7f7	1b7f6	1b522	0
1b7f8	1b7f7	1b523	0
1b7f9	1b7f8	1b524	0
1b7fa	1b7f9	1b525	0
1b7fb	1b7fa	1b526	0
1b7fc	1b7fb	1b527	0
1b7fd	1b7fc	1b528	0
1b7fe	1b7fd	1b529	0
1b7ff	1b7fe	1b52a	0
1b800	1b7ff	1b52b	0
1b801	1b800	1b52c	0
1b802	1b801	1b52d	0
1b803	1b802	1b52e	0
1b804	1b803	1b52f	0
1b805	1b804	1b530	0
1b806	1b805	1b531	0
1b807	1b806	1b532	0
1b808	1b807	1b533	0
1b809	1b808	1b534	0
1b80a	1b809	1b535	0
1b80b	1b80a	1b536	0
1b80c	1b80b	1b537	0
1b80d	1b80c	1b538	0
1b80e	1b80d	1b539	0
1b80f	1b80e	1b53a	0
1b810	1b80f	1b53b	0
1b811	1b810	1b53c	0
1b812	1b811	1b53d	0
1b813	1b812	1b53e	0
1b814	1b813	1b53f	0
1b815	1b814	1b540	0
1b816	1b815	1b541	0
1b817	1b816	1b542	0
1b818	1b817	1b543	0
1b819	1b818	1b544	0
1b81a	1b819	1b545	0
1b81b	1b81a	1b546	0
1b81c	1b81b	1b547	0
1b81d	1b81c	1b548	0
1b81e	1b81d	1b549	0
1b81f	1b81e	1b54a	0
1b820	1b81f	1b54b	0
1b821	1b820	1b54c	0
1b822	1b821	1b54d	0
1b823	1b822	1b54e	0
1b824	1b823	1b54f	0
1b825	1b824	1b550	0
1b826	1b825	1b551	0
1b827	1b826	1b552	0
1b828	1b827	1b553	0
1b829	1b828	1b554	0
1b82a	1b829	1b555	0
1b82b	1b82a	1b556	0
1b82c	1b82b	1b557	0
1b82d	1b82c	1b558	0
1b82e	1b82d	1b559	0
1b82f	1b82e	1b55a	0
1b830	1b82f	1b55b	0
1b831	1b830	1b55c	0
1b832	1b831	1b55d	0
1b833	1b832	1b55e	0
1b834	1b833	1b55f	0
1b835	1b834	1b560	0
1b836	1b835	1b561	0
1b837	1b836	1b562	0
1b838	1b837	1b563	0
1b839	1b838	1b564	0
1b83a	1b839	1b565	0
1b83b	1b83a	1b566	0
1b83c	1b83b	1b567	0
1b83d	1b83c	1b568	0
1b83e	1b83d	1b569	0
1b83f	1b83e	1b56a	0
1b840	1b83f	1b56b	0
1b841	1b840	1b56c	0
1b842	1b841	1b56d	0
1b843	1b842	1b56e	0
1b844	1b843	1b56f	0
1b845	1b844	1b570	0
1b846	1b845	1b571	0
1b847	1b846	1b572	0
1b848	1b847	1b573	0
1b849	1b848	1b574	0
1b84a	1b849	1b575	0
1b84b	1b84a	1b576	0
1b84c	1b84b	1b577	0
1b84d	1b84c	1b578	0
1b84e	1b84d	1b579	0
1b84f	1b84e	1b57a	0
1b850	1b84f	1b57b	0
1b851	1b850	1b57c	0
1b852	1b851	1b57d	0
1b853	1b852	1b57e	0
1b854	1b853	1b57f	0
1b855	1b854	1b580	0
